Ph,K,P,N,Zn,S,CLOUD_AMT,PS,temperature_range,wind_chill,CLOUD0/1,temperature_humidity_ratio,precipitation,(WD10M + GWETTOP)/ WS2M_RANGE,label
5.530424649106087,210.16256467026264,4.241285600846262,0.2892586854253016,2.191204026150267,10.650337952311979,59.11,77.91603831570922,16.558675553810506,3.922257655855367,1,2.4309652575684964,7.575440187839076,10.719995452635077,Potato
5.675140777321421,467.78523657162003,11.513556174647496,0.2113393840771615,2.630691869227675,10.526065786937378,59.11,77.5896621344286,16.423818729557976,5.391512883720506,1,2.434865500493858,7.611704208009701,8.68040885670247,Potato
5.600477026931444,290.1780567611535,13.211448646354667,0.24135740571168132,1.800954053862889,11.394275676822666,59.11,77.86691589170837,16.538378441213784,4.143393211720563,1,2.431552277693354,7.580898234954546,10.413020117735563,Potato
6.846743229785701,271.5680549843092,1.568054984309177,0.15104960863714573,1.872187628530435,11.426041238231882,59.11,77.16988192445082,15.517802532768966,1.664269205909183,1,2.700292560303449,4.9258985645029565,13.663850462847227,Potato
5.476523790002181,213.26478568500326,6.275649507632997,0.31295812413586954,2.2296919606781564,13.54481193557453,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Potato
5.5190997860700755,351.86739700498106,14.031559884566029,0.2720056233617435,1.4126172895519482,15.353093595026245,59.11,77.8647654208961,16.537489878625507,4.153074036071475,1,2.431577976132924,7.581137176156096,10.399581418175933,Potato
5.7682672178925145,402.44864619773904,10.376826787526383,0.25104258620819125,2.4557410504952104,8.98329888171781,59.11,78.38089772619337,16.538002756204225,6.899975465507503,1,2.414833333543106,7.953834449422387,8.712073271712804,Potato
5.8,380.7206126844332,9.613916103273699,0.26381999066220996,2.7046322450300644,8.07684845894143,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Potato
5.280659871992923,353.3602170071191,11.617787259783439,0.21038995549997866,2.1683774459075797,11.323557451956688,59.11,77.9323462115304,16.565413885731836,3.848844022860689,1,2.4307703758370707,7.573628199413086,10.82190658350934,Potato
6.114196782916101,162.2584375102677,4.307334557011582,0.17397618910911794,1.4102444852337195,6.4487775738314035,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.6733578981616795,433.20503894684543,11.977583806125498,0.21382877084349267,1.8849447291362211,11.125460590531489,59.11,78.53190033247922,16.354969295183512,12.069361905553984,1,2.4008275313446408,8.433153328122941,3.988214379153123,Potato
5.7820041741980015,502.8457500645543,11.719833032079928,0.24919342504084538,2.0616999741782793,10.948583354851433,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.67373610896229,282.32330568018716,5.252527782075419,0.24463844585981673,1.1252527782075419,14.252527782075418,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.273002298062614,353.0482417729213,12.185014958324912,0.2143747300822325,2.148524476458628,11.437002991664983,59.11,77.90511928200041,16.55416386976512,3.971412123246232,1,2.431095741612422,7.57665341380767,10.651760342138797,Potato
5.693297614940061,198.3124619759751,2.7979351882599746,0.3154681945879222,2.142948841973519,7.709570860648595,59.11,77.80217144828771,16.511626397012982,4.43485477487072,1,2.432325983226696,7.588092062006907,10.008419823548156,Potato
5.593769915878542,372.8046525762637,14.419216088316947,0.2770310389484465,2.546462712934644,9.062300841214576,59.11,77.96717017034771,16.579802951979186,3.6920761994657747,1,2.4303542244547076,7.569758870652583,11.03952810031986,Potato
5.8,353.8769720865059,7.321080888370845,0.250293402,1.5271567644651662,14.185297066045013,59.11,77.4203524694328,16.353860916928994,6.153698130962152,1,2.4368887756621143,7.63051639302393,7.622360680722573,Potato
5.8,275.079842117857,5.1729912553569,0.250293402,1.1146377216071224,13.933464901785808,59.11,77.30277473885712,16.30527845209949,6.6830005287381935,1,2.438293846675748,7.643580585320322,6.88759516468107,Potato
5.54313347903432,241.1358381510456,3.0893122757535787,0.2530269139406206,1.1973993237380092,18.225753412221277,59.11,78.51331107995843,16.29683899101065,13.355383676321809,1,2.3985416076581667,8.537195225588345,2.7070491763799227,Potato
6.269790311589705,152.8886105560689,6.690073128627953,0.11405929947211384,1.4380146257255906,6.929780614116141,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.216934140088518,255.2182373048987,10.437982988402004,0.2950452687929186,2.255918617579791,8.578630183580293,59.11,76.85149697466807,16.051514952288727,2.4423172484373827,1,2.5327478342576315,6.315848607436064,11.151082266827139,Potato
6.53519763407343,274.973789884644,7.755442803894817,0.18058786199686022,2.07947579769288,10.205242023071198,59.11,77.58711688731084,15.908237510095729,1.4577923407824407,1,2.6177996794350333,5.692806486322883,14.007215674429334,Potato
5.593644254915408,345.0376328766177,3.9597941631841467,0.2088334605113892,2.0359279571144513,9.479897081592073,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Potato
5.8,356.17683871682044,7.0945225885024605,0.250293402,1.3079290339247645,15.864319347338562,59.11,77.94852902654367,16.57210053495848,3.7759934690410857,1,2.430576988839526,7.571830108854651,10.923036060715713,Potato
5.59131010490726,242.2549209675735,2.6386510018200324,0.23021217415900372,1.1755615328593534,17.796669696116588,59.11,78.55758007066073,16.296724600873816,13.594761734957908,1,2.39709753539223,8.569481847331645,2.5586531691325294,Potato
5.461565328535139,302.3843467146486,14.724527740897521,0.23513599470229887,1.8139482484335292,13.061216057578328,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.8,347.34258128299575,5.90056114847734,0.250293402,1.5839775540609065,12.480673378172808,59.11,77.69309225949236,16.466555482416013,4.925899089930784,1,2.4336294954276605,7.600211971882526,9.326763305326567,Potato
5.622042794071755,374.33946596389524,13.813368698462398,0.27546391370002277,2.594930504123008,8.779572059282453,59.11,78.00594440329841,16.59582424954459,3.517525335350237,1,2.4298908667208226,7.565450622543585,11.281835628655694,Potato
5.695653990672757,197.93014001334512,2.7582302571640382,0.3140288987413351,2.124333473685217,7.693900962026164,59.11,77.79086084477076,16.50695291849905,4.48577198115205,1,2.4324611465868884,7.589348795731993,9.93773771912942,Potato
5.69355100223474,198.2713498874134,2.793665612344628,0.31531342331110523,2.1409470823455523,7.707885835138978,59.11,77.80095518927325,16.51112384554763,4.44033003629581,1,2.4323405176991506,7.588227201897507,10.000819190519904,Potato
5.66644945917067,282.7459313681011,5.267101081658658,0.24431210010378285,1.126710108165866,14.267101081658659,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.163328938918305,97.93100420642764,13.033838734531948,0.2867833043511395,0.6974291367973925,12,59.11,77.26726653474728,16.15196184035265,5.779783202546075,1,2.488003312623585,7.130384712943059,8.105341773681872,Potato
5.303912422357964,237.20608861091674,5.820781795621793,0.35452188407776203,1.3126603783184354,19.09129869001391,59.11,78.23277002258344,16.297563903176748,11.838399154724044,1,2.407692969683475,8.332588731081993,3.647463044483943,Potato
5.8,353.40823156978,7.21918077603913,0.250293402,1.5312327689584349,14.063016931246956,59.11,77.4399172910005,16.36194499246825,6.065622719767058,1,2.436654973193423,7.628342523959155,7.744624957682664,Potato
5.3183265835898,303.816734164102,6.989635513849226,0.228720789107226,1.2696410176412418,14.780080996922393,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.479781805633226,363.89327616766764,6.27653262364216,0.18986467356488151,2.5276532623642156,9.234080425814705,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Potato
5.8,498.37038729047583,13.777767625714505,0.250293402,1.768519364523791,12.388883812857252,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.600304771273118,286.58232326615916,5.399390457453764,0.24134969093127395,1.1399390457453764,14.399390457453764,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.5668800618936345,150.36137956316347,3.331199381063649,0.26831244025272283,1.0668800618936352,8.665142415045464,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.239504607730946,217.23467745883377,5.370276463856755,0.3152553464365141,1.1790092154618919,13.13559900502297,59.11,77.66924423421709,16.456701610908915,5.033256298635369,1,2.433914482804799,7.602861752470737,9.17773247685113,Potato
5.434094422319094,177.40635059110667,4,0.19848853547410777,1.6500772910200685,12.954334660854359,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.742568627036888,355.9602735989668,6.455616961446444,0.23875458411206021,1.3776023723173785,15.423906058723063,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Potato
6.523460775687302,266.9584016625711,3.0207991687144666,0.1790160568705188,2.23094847642451,11,59.11,76.97390178672632,15.528826990260432,0.40978231573787655,1,2.702092248472529,4.734447513050273,14.636356228985271,Potato
5.8,336.2683600594658,3.493121752057778,0.250293402,1.6802751299176888,9.591746102469333,59.11,78.15532062360491,16.657545673609114,2.845074938563011,1,2.4281057991212758,7.548853264718785,12.215315931944891,Potato
5.361054420479336,300.4588436121985,5.877891159041328,0.2306344323633416,1.1877891159041327,14.877891159041328,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.46343914335308,206.99749952343302,4.117362415203197,0.20915901491523947,1.5280475191954892,12.884304569174791,59.11,77.59450788809478,16.425820968042316,5.369698642010019,1,2.4348075930314312,7.611165790935258,8.71069088949659,Potato
5.874726643441875,134.48783099221578,5.687960055433738,0.2321425823027231,1.5173780125108114,11.821634191121825,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.612163874059137,322.7298324435482,4.12701675564518,0.24188082224336724,1.5121638740591368,11.25403351129036,59.11,77.88935463819354,16.547650006556953,4.042380186043521,1,2.431284131403115,7.578405040898691,10.553244096032957,Potato
5.615104374164572,507.06770376837943,14.69791251670856,0.24201251784525135,1.7781252489974864,15.067703768379413,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.537772323635561,367.53454125153525,6.950840972506527,0.20358010538078275,2.595084097250653,8.829495416496083,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Potato
5.290209852116399,248.66233434696304,9.521802780619122,0.2756783123304238,1.3682656946455047,10.05839319939145,59.11,77.78074141846031,16.298731935541138,9.39412093680311,1,2.4224383243949457,8.002911538832008,5.162727769279151,Potato
6.241130395254903,255.13190305262276,1.7898395991781264,0.18633381434607837,1.5447452310292742,14.850468045993367,59.11,77.93435460196162,15.886553915115757,7.89527818706359,1,2.553157375403601,6.73016718968907,8.043801274457913,Potato
5.219297094997084,255.26892268768745,10.368630261835575,0.29485623240023323,2.271395972230902,8.647510319165008,59.11,76.84263589376094,16.046493673087348,2.355461237220511,1,2.5346534350064536,6.288989686622333,11.23885019008248,Potato
5.8,356.9823995315445,7.980639484698932,0.250293402,1.4958932240270462,15.018480491878293,59.11,77.30408037476442,16.305817933600242,6.677122917280933,1,2.4382782441364004,7.643435514663843,6.89575433084701,Potato
5.845568368780461,123.04957904666676,7.412938292298849,0.19135689633360614,1.1283555369310359,8.477629753793094,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.8,477.91998644619605,12.042661348073043,0.250293402,2.2832919141896433,13.643698070580932,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.706883144159793,479.79070807130694,13.305923288032918,0.2461229956283884,2.4870052542683494,13.589386717307843,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
6.377518967331869,276.2662379726896,9.952604553572312,0.19553768787061687,2.105324759453792,9.946752405462082,59.11,77.72928617699586,16.077332801378077,1.663912447235893,1,2.5768731591553387,6.088618713254533,13.749800909501838,Potato
5.272248761158599,258.1948926946074,11.687362126461755,0.29108600789141953,1.3940328330687808,7.342795087186325,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.630422910758109,343.07040244782206,3.7887306476367004,0.2162228400445011,1.9760557266728451,9.39436532381835,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Potato
5.560617066242667,319.63702397456,4.436297602543997,0.23957220546486535,1.4606170662426672,11.872595205087993,59.11,77.79038476718593,16.50675620588682,4.4879151506617125,1,2.4324668357834005,7.589401693241462,9.934762620098414,Potato
5.7111967094085285,271.80308153870703,5.532819743548826,0.25706138459129274,1.4019311880110013,13.467180256451174,59.11,77.1567950641128,16.22451720368644,5.434838652906316,1,2.467092608449672,7.241241039231435,8.12714200883409,Potato
5.5154310457690165,291.50499934539704,5.5691379084619665,0.23754846802237198,1.1569137908461966,14.569137908461967,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.351642855079938,301.62442866632284,7.239428521918532,0.2302129184284656,1.3032857101598776,14.380285739040733,59.11,77.38915428175349,16.340969999165456,6.2941437362998105,1,2.437261598551036,7.63398285832434,7.427397294735136,Potato
5.402266998498335,202.231741171299,4,0.1376345011288158,0.9498739669633618,14.863980090099922,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.570857421499028,153.81205583837567,4.514507308667291,0.23628728972232044,1.8342526790870473,12.241714842998055,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.8,497.73795636176993,10.520915472427909,0.250293402,2.1360363473352852,11.311503519985147,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
6.553169144043828,272.5305929703481,2.530592970348103,0.17888394763546925,1.6556165816716768,12.147944727761077,59.11,77.20357075396218,15.737180982107057,3.087973104936591,1,2.6268540955356463,5.688509389651608,11.740962945028233,Potato
5.43384069279275,340.2770166949814,14.507863940799263,0.27859573691288736,1.7,11.615423622908924,59.11,77.74783866440148,16.489176392668472,4.679445928722897,1,2.4329752679114303,7.5941290379989805,9.668883962508236,Potato
5.474637942902304,162.71923042847246,4.104887242641237,0.23040596976274866,1.9662108211625549,12.049275885804608,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.8,356.30288153608467,7.233169689693106,0.250293402,1.3373390250864166,15.731974387111126,59.11,77.84769477113228,16.530436381014123,4.229921376187198,1,2.431781972885112,7.583033915020224,10.292903693393665,Potato
5.658817892954315,486.9523072291038,12.079787181155735,0.24397030664343788,2.325750163822132,15.23987089674071,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.409309904534969,203.51123001191417,5.466309964257533,0.13602299350960295,0.9,14.813801909300631,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
6.804272299026705,275.9511275633215,6.658431500938871,0.15507636147990045,2.1945085828447737,10.646348031191321,59.11,77.17475563781662,15.54953969004669,1.8702343528808756,1,2.6896683257279808,5.036224349795282,13.38566915668646,Potato
5.704496208103223,196.49549023525196,2.6092388934606814,0.3086279914727279,2.054479955984533,7.635100216113563,59.11,77.74841820110453,16.489415854013362,4.676837014900388,1,2.4329683423633797,7.594064645031926,9.672505597171442,Potato
5.701591055296412,378.65780014466236,12.108763100791164,0.27105466722071314,2.731298951936707,7.984089447035876,59.11,78.11503916154936,16.640901597354087,3.0264109309106457,1,2.4285871684625953,7.553328982728452,11.963589443355312,Potato
5.397323507854709,238.74057798812234,4.754197037586232,0.3148901080765521,1.2676532189427312,18.753320398852964,59.11,78.34231575012052,16.297280839330842,12.430751570573117,1,2.4041195440309235,8.412483515500488,3.280250051379262,Potato
5.525298063392323,209.92033349528722,4.231801417275797,0.28312843647221764,2.1404508275839924,10.821309585866045,59.11,77.89143070428315,16.548507825527334,4.03303431115897,1,2.4312593221108227,7.578174366888554,10.566217826383053,Potato
5.8,371.2154782421521,9.052998388307563,0.25835231351223586,2.2370988718152933,10.788006446769753,59.11,77.79543922638763,16.508844680338544,4.465161374399601,1,2.432406434259412,7.588840086663056,9.966348893327801,Potato
5.8,487.1584555901032,9.557701277030752,0.250293402,2.4095416126949716,11.937790939214572,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.7126132785863115,479.5765156464437,13.014488651100201,0.2463796300358425,2.4994969473181587,13.527272060124384,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.646011059949664,205.98470552316698,3.594713639848158,0.34435125481160184,2.5165126263976525,8.024026451334732,59.11,78.02914691224161,16.605411397290773,3.4130740624950042,1,2.4296135933579155,7.5628725659923255,11.426832503264865,Potato
6.077001313220249,164.21744860458332,6.093818494495615,0.11832400020891351,1.318763698899123,8.718544516513155,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
6.505359489764418,266.0975130561413,4.449699670172883,0.18013020291223567,1.8632986144686736,9.43731553402425,59.11,77.18752587053801,15.632698229323433,2.4099096808948,1,2.6618304251719187,5.325302891681853,12.65677113749738,Potato
6.692391558321719,268.3334196607582,2.3332901696209074,0.16391274053402136,2.1523760193852466,11,59.11,77.03381328521876,15.48102874572524,0.5507232569560969,1,2.716225187180902,4.646462730608242,14.691577655011216,Potato
5.529996840560122,245.55382390145795,3.7373918882857424,0.24278395995557583,1.5503504996233382,16.38192606910685,59.11,78.10397851580883,16.19827333804837,10.37288607733325,1,2.4438213206786172,7.8358272609455195,5.225970912945391,Potato
5.315298380082856,211.62314579254294,8.235080995857187,0.21342773244161797,1.238806479668575,20.082097195028624,59.11,78.10313555120459,16.635983091714557,3.0799976897878443,1,2.428729418340792,7.554651606101128,11.889201526911268,Potato
5.3510215206699785,255.10124146513226,12.187371369259045,0.28220326410038366,1.5566775914279631,5.932216388284363,59.11,77.27169634745115,16.180808358795982,5.966988923550333,1,2.4783467395428382,7.230661961228417,7.8524973834759395,Potato
5.596656454777731,357,6.581324103100453,0.2094386563104823,1.9256027690698638,12.635540171834089,59.11,77.74397628700785,16.487580479794786,4.696833282650855,1,2.4330214238841044,7.5945581910430535,9.64474723436351,Potato
5.548685407410349,440.4087713030708,14.724274617990758,0.17354397226946885,2.165457833326716,8.787851388944034,59.11,78.40333182639192,16.51080990764867,7.667978986860449,1,2.4127525246245725,8.025045721971331,8.010260724723642,Potato
5.3892229826138855,298.8250670083946,5.821554034772228,0.23189601223462353,1.1821554034772228,14.821554034772229,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.593216987479772,257.4084055734401,10.56390488079965,0.26078697756641317,1.6210107622993146,6.667632831774517,59.11,77.2540362613296,16.065807559874916,5.220666364022794,1,2.5168440584240477,6.830892273628937,8.860497948033359,Potato
5.580432442044934,162.44806091651216,4.425323180581305,0.21230425144374412,1.929112803236449,11.14935363883739,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.702577033680115,160.05827542799776,4.823620762000376,0.19676301876801378,1.8627298729999373,10.352758475999249,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.8,347.0156227883261,5.197132654176145,0.250293402,1.413417479890068,13.334560616662722,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Potato
6.136089441293686,273.8980674055945,3.8980674055944724,0.2184280981565575,1.3479348337412438,13.173550554195854,59.11,77.25143235919582,16.048851197168784,5.110624380542273,1,2.5225203190090855,6.771947989020035,9.009123204040097,Potato
5.8,481.14870864548766,9.010541851200264,0.250293402,2.5649078694122704,12.293557150248388,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.654992332915169,356.2046725593065,6.113458416970894,0.22115920275455359,1.617928016651396,14.14895814895107,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Potato
5.571657437698902,239.32360571302362,3.059757362317339,0.22880552479232966,1.1822817769971423,18.30153611885757,59.11,78.54882318146879,16.334456751081945,12.648694595534064,1,2.399257902307023,8.48687055328619,3.458811922777988,Potato
5.259164090785432,98.91364908320692,7.42928304589795,0.2920973893197673,0.809187090746568,12.159164090785431,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.2773550812371415,248.93588387127363,9.815662842918943,0.27761938273319164,1.3764927480082294,9.728025587794537,59.11,77.74757610959183,16.298817633998667,9.214784405180048,1,2.4235201900975154,7.978723144982297,5.273902642189768,Potato
5.397875364094478,246.3712122520695,7.060569176800224,0.2594208200217338,1.2993597669795338,12.825396857228093,59.11,78.05851843936375,16.298014165586892,10.89615933755955,1,2.413377126350051,8.20550214369132,4.231579347930472,Potato
5.546782431681921,459.0215705230831,14.53960417309873,0.17129369750854853,2.569721655048912,8.414571001167587,59.11,77.8977221639634,16.551107421702095,4.004711901141702,1,2.431184138250862,7.577475315812425,10.605534349979614,Potato
5.6085778916978235,464.7059917947221,13.711597828996464,0.24172021755420364,2.157846538919949,15.037859870599947,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.732745245300569,468.35544388792476,8.978572634799045,0.22931102790095625,2.5235444821189077,12.650617492434403,59.11,78.18280686863496,16.2901920153652,4.346593249329436,1,2.42940102990016,7.810895062061703,16.812967779718747,Potato
5.351882243320284,104.68866544109196,7.096822241808697,0.2849307267390446,0.9310452340780873,12.251882243320283,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.154229487300037,253.8732225025858,12.278364547743914,0.300061641015997,1.845203141815242,6.750789554796078,59.11,77.08663942262487,16.184762340012913,4.7471754605859156,1,2.4821797794567684,7.028591494654335,8.822025062332818,Potato
5.395960420668964,213.14394063100343,7.5190108410089795,0.27413860258886447,1.8053915488565468,16.94727156708073,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Potato
5.484585405422994,244.5260225725987,5.078377632030358,0.24632760378112792,1.2438653405292839,15.053844919370945,59.11,78.28223034599132,16.297436098745862,12.10584858171719,1,2.406079554058576,8.368661537979959,3.4816649453076107,Potato
5.8,478.7380971786497,13.807285842737665,0.250293402,2.0766241805802736,14.184213681559285,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.770796803647283,400.97800827956104,10.346787956688518,0.2522030336731909,2.491155251061957,8.825199772044835,59.11,78.37046318495496,16.550650684899015,6.542761922558028,1,2.4158011586966683,7.9207126859696135,9.03850009063514,Potato
5.282952206182608,214.19334556721742,7.977132370956495,0.2525170142723137,1.2659044123652166,18.783786803739073,59.11,78.08634117935304,16.629043750601095,3.155601303215659,1,2.428930113531669,7.556517647419424,11.784250315149716,Potato
5.546075476792238,357,6.2284335590156115,0.1992761847647755,2.0314699322953165,12.04738926502602,59.11,77.85690126111501,16.534240451509437,4.18847630662262,1,2.4316719539882623,7.582010971688011,10.350436793666674,Potato
5.67526451073076,355.03987088291194,11.029290453681524,0.25993484910603437,1.5356387112197827,14.821806443901087,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.8,355.77304038124487,6.675449018485373,0.250293402,1.2205936062845164,16.251021704946687,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Potato
5.390255932505976,252.5082630922859,6.327256717555901,0.2704992400529813,2.3096094333841943,13.111988820639851,59.11,77.15374034104065,16.001859727307615,3.6993449194042327,1,2.5385516634970466,6.338658698432798,10.700518195511501,Potato
5.505022691298756,208.96232216386622,4.194291978902699,0.25888362998897874,1.9397246438576872,11.497493245186478,59.11,77.79410891823403,16.508295004402733,4.471150053480528,1,2.432422331635698,7.588987898680237,9.958035545619964,Potato
5.367768396170805,261.236510786639,10.476991894235645,0.2837028043304021,1.340814750704837,8.547707054554593,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Potato
5.093053400998736,340.474850781542,9.605224935731954,0.2785009866610081,1.4827786396005056,18.719698682149144,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Red Pepper
5.158526029624377,399.51156177746265,12.717721096363197,0.1962393494645324,1.5,21.99504077045773,59.11,78.74693497775372,16.644688409284864,1.286043630351112,1,2.422139115329955,7.663233466158757,18.919523160104582,Red Pepper
5.341319635808144,189.14007627660928,3.0578690946123714,0.19760097220164363,1.4934018209592785,13.594916337713402,53.56147659875811,78.96935098433642,16.40266721417536,13.501903889427341,1,2.522441565557422,6.765207336913346,6.391910132732555,Red Pepper
5.591053569410792,214.59184820117014,2.2330971376916264,0.14726310066518994,0.8001589263518707,18.160949705771518,59.11,79.04216605387388,16.613807917313018,0.6130360648906197,1,2.419266472928286,7.737437138823261,22.551006579037697,Red Pepper
5.821310285989515,358.791524908182,4.820053533144728,0.1890680821247528,1.74791524908182,12.284084201938771,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Red Pepper
6.2416869442286655,368.2429035979486,1.7749391673140034,0.13368532036265857,1.7933495553829324,10.616382780798682,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Red Pepper
5.521615805574734,347.660015635633,6.506905322907928,0.23100390263422116,1.6366001563563297,14.617419799453856,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Red Pepper
5.825581514004731,221.73838247541394,3.2180231074940866,0.14689600094620486,1.5744184859952692,18.7296533875887,56.82293760238703,78.54651142619196,16.57548215556758,6.987209714539341,1,2.466325275973251,7.219656225031124,10.162736343814775,Red Pepper
6,234.38754483027472,3.0370373391150927,0.12658163524452812,1.3801585683312003,19.80553765743077,59.11,78.82540151839518,16.636480989489563,1.1071716220882588,1,2.4213756241869455,7.682955324620924,19.8846991335327,Red Pepper
5.470171690370916,209.3268981581101,2.198855397527229,0.1508276763953576,0.8491415481454214,19.6080122173094,58.06700343996968,78.38522167031851,16.641401436702843,4.502216499455969,1,2.4449200349705573,7.393003180890994,11.601096656401351,Red Pepper
5.385134529199067,286.18923766407465,3.6831838564454813,0.17341451728175677,1.331681614355452,23.366367712890963,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Red Pepper
5.576270657075935,199.92368249414432,3.529661678655081,0.1875473051247254,1.8237293429240649,14.055074820173784,53.5538489909082,78.9703398829709,16.402263050335264,13.517139862622443,1,2.5225728052228553,6.764144513257771,6.383091267942723,Red Pepper
5.118494557159754,320.90326570414743,7.792520039006448,0.28239873700734097,1.5761716972307223,16.25398441278187,57.16992095394178,78.82887963910031,16.736429963366053,9.067368112833183,1,2.4555657369656796,7.386677965151305,10.461024319102131,Red Pepper
5.860101290816148,230.5646593775428,2.7202025816322957,0.12448413491175665,1.2041418071426069,21.720202581632297,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Red Pepper
